team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
DAL,2024,DAL,DAL,Team Level,4on5,29,0.14,0.13,0.16,7687.0,22.42,2.14,1.1,3.43,0.69,6.84,14.81,2.03,2.14,2.03,23.0,6.0,1.0,30.0,2.0,2.0,0.0,4.0,0.0,4.0,17.0,21.0,27.0,2.0,4.0,68.0,16.0,4.0,20.0,18.0,8.0,3.0,0.49,0.93,0.71,0.0,2.0,0.0,30.0,29.0,29.0,17.0,0.26,0.2,0.2,2.19,2.19,2.1,112.66,13.67,10.15,25.0,3.73,64.15,33.31,12.85,13.67,12.85,102.0,48.0,46.0,196.0,13.0,15.0,1.0,27.0,0.0,53.0,42.0,89.0,137.0,6.0,12.0,79.0,12.0,5.0,27.0,104.0,27.0,19.0,2.84,3.19,7.64,4.0,4.0,5.0,196.0,150.0,150.0,1.0,2.67,3.81,3.81,12.54,12.54,12.18
DAL,2024,DAL,DAL,Team Level,5on4,29,0.91,0.91,0.88,8554.0,140.51,19.05,12.99,30.18,4.99,82.79,44.01,17.97,19.05,17.97,129.0,65.0,82.0,276.0,16.0,19.0,2.0,29.0,2.0,69.0,59.0,113.0,178.0,10.0,22.0,91.0,4.0,4.0,26.0,126.0,43.0,25.0,3.35,5.29,10.42,0.0,5.0,11.0,276.0,194.0,194.0,4.0,3.44,4.19,4.19,18.31,18.31,17.39,20.64,1.85,1.06,3.35,0.68,6.44,13.62,1.82,1.85,1.82,25.0,2.0,0.0,27.0,3.0,1.0,0.0,1.0,0.0,3.0,19.0,22.0,24.0,1.0,2.0,71.0,21.0,11.0,13.0,17.0,9.0,1.0,0.29,1.26,0.3,1.0,1.0,1.0,27.0,27.0,27.0,11.0,0.25,0.19,0.19,1.91,1.91,1.91
STL,2024,STL,STL,Team Level,other,32,0.56,0.51,0.48,3968.0,41.87,10.08,2.76,8.02,1.43,19.43,14.27,9.4,10.08,9.4,42.0,14.0,32.0,88.0,14.0,9.0,4.0,4.0,1.0,15.0,13.0,28.0,42.0,0.0,0.0,53.0,12.0,5.0,10.0,29.0,11.0,16.0,1.05,1.49,7.54,4.0,1.0,9.0,88.0,56.0,56.0,5.0,0.81,3.17,3.17,7.72,7.72,7.53,44.71,7.87,2.91,7.93,1.41,24.02,16.86,7.78,7.87,7.78,45.0,16.0,24.0,85.0,12.0,3.0,1.0,6.0,0.0,15.0,25.0,33.0,49.0,1.0,2.0,42.0,11.0,8.0,8.0,34.0,17.0,10.0,1.39,1.99,4.49,0.0,6.0,6.0,85.0,61.0,61.0,2.0,0.82,0.86,0.86,7.83,7.83,7.73
STL,2024,STL,STL,Team Level,all,32,0.47,0.47,0.46,116359.0,875.53,84.57,57.24,212.15,28.61,469.53,347.9,81.06,85.03,81.49,838.0,362.0,531.0,1731.0,83.0,80.0,10.0,182.0,1.0,342.0,512.0,755.0,1117.0,105.0,227.0,857.0,747.0,149.0,524.0,906.0,195.0,99.0,25.04,24.7,34.84,31.0,24.0,28.0,1722.65,1200.0,1199.35,252.0,12.61,19.06,19.06,78.12,78.49,77.12,1012.78,96.77,67.54,246.52,33.96,550.99,398.22,90.95,97.5,91.64,937.0,457.0,557.0,1951.0,98.0,99.0,9.0,210.0,1.0,445.0,541.0,839.0,1296.0,93.0,204.0,925.0,651.0,176.0,458.0,1032.0,257.0,105.0,30.09,31.69,35.0,33.0,40.0,25.0,1966.47,1394.0,1406.54,205.0,14.86,20.05,20.05,91.58,92.22,89.26
STL,2024,STL,STL,Team Level,5on5,32,0.47,0.47,0.47,97396.0,716.8,60.53,45.06,180.59,23.26,385.64,287.91,58.37,61.0,58.8,686.0,297.0,445.0,1428.0,57.0,58.0,5.0,157.0,0.0,285.0,426.0,629.0,926.0,100.0,214.0,672.0,710.0,132.0,487.0,752.0,165.0,66.0,21.07,21.0,18.46,26.0,22.0,9.0,1419.65,983.0,982.35,237.0,9.32,13.91,14.16,55.69,56.06,55.4,815.53,67.15,51.46,207.28,27.33,442.84,324.95,64.92,67.87,65.6,752.0,369.0,466.0,1587.0,66.0,76.0,8.0,184.0,1.0,352.0,442.0,686.0,1055.0,86.0,187.0,761.0,612.0,149.0,420.0,865.0,188.0,68.0,24.57,23.41,19.17,29.0,29.0,8.0,1602.47,1121.0,1133.54,195.0,10.7,14.8,14.8,63.04,63.68,62.69
STL,2024,STL,STL,Team Level,4on5,32,0.03,0.1,0.12,7982.0,17.78,0.66,0.74,2.54,0.54,5.99,14.52,0.65,0.66,0.65,22.0,3.0,3.0,28.0,1.0,0.0,0.0,2.0,0.0,3.0,19.0,21.0,24.0,1.0,2.0,72.0,13.0,8.0,11.0,25.0,0.0,0.0,0.66,0.0,0.0,1.0,0.0,0.0,28.0,25.0,25.0,9.0,0.17,0.0,0.0,0.83,0.83,0.81,132.64,20.51,12.29,28.15,4.6,77.75,41.69,17.01,20.51,17.01,120.0,65.0,63.0,248.0,18.0,19.0,0.0,18.0,0.0,75.0,55.0,102.0,167.0,3.0,6.0,65.0,5.0,8.0,19.0,110.0,49.0,26.0,3.5,5.95,11.07,3.0,5.0,10.0,248.0,185.0,185.0,2.0,3.15,4.24,4.24,19.42,19.42,17.55
STL,2024,STL,STL,Team Level,5on4,32,0.91,0.86,0.83,7013.0,99.09,13.29,8.68,21.0,3.38,58.46,31.2,12.64,13.29,12.64,88.0,48.0,51.0,187.0,11.0,13.0,1.0,19.0,0.0,39.0,54.0,77.0,125.0,4.0,11.0,60.0,12.0,4.0,16.0,100.0,19.0,17.0,2.25,2.2,8.83,0.0,1.0,10.0,187.0,136.0,136.0,1.0,2.31,1.97,1.72,13.88,13.88,13.38,19.91,1.25,0.89,3.16,0.62,6.38,14.71,1.24,1.25,1.24,20.0,7.0,4.0,31.0,2.0,1.0,0.0,2.0,0.0,3.0,19.0,18.0,25.0,3.0,9.0,57.0,23.0,11.0,11.0,23.0,3.0,1.0,0.63,0.35,0.27,1.0,0.0,1.0,31.0,27.0,27.0,6.0,0.2,0.16,0.16,1.3,1.3,1.29
TBL,2024,TBL,TBL,Team Level,other,28,0.53,0.59,0.57,3223.0,51.63,12.11,4.26,9.19,1.76,29.23,12.45,11.69,12.11,11.69,52.0,17.0,34.0,103.0,14.0,3.0,0.0,10.0,0.0,23.0,19.0,38.0,55.0,1.0,2.0,36.0,6.0,0.0,11.0,36.0,18.0,15.0,1.21,2.52,8.38,2.0,2.0,10.0,103.0,69.0,69.0,4.0,1.29,0.37,0.37,13.03,13.03,12.53,36.86,10.54,2.61,5.88,1.21,18.36,12.4,9.52,10.54,9.52,29.0,22.0,21.0,72.0,9.0,3.0,0.0,3.0,0.0,20.0,16.0,20.0,42.0,1.0,2.0,38.0,8.0,3.0,8.0,24.0,7.0,20.0,1.02,1.01,8.51,1.0,1.0,7.0,72.0,51.0,51.0,2.0,0.75,0.98,0.98,10.31,10.31,9.71
TBL,2024,TBL,TBL,Team Level,all,28,0.53,0.52,0.52,101687.0,861.17,90.53,60.45,199.69,28.13,462.79,332.42,86.98,91.67,88.05,803.0,371.0,493.0,1667.0,112.0,81.0,13.0,162.0,1.0,383.0,435.0,691.0,1062.0,88.0,198.0,823.0,452.0,120.0,412.0,855.0,217.0,102.0,23.88,28.08,38.57,42.0,34.0,36.0,1697.15,1174.0,1189.19,173.0,13.61,17.57,17.57,86.56,87.54,85.68,798.47,79.92,55.02,193.24,26.51,427.67,311.63,75.22,79.01,74.4,772.0,322.0,470.0,1564.0,81.0,71.0,8.0,165.0,3.0,328.0,446.0,691.0,1013.0,90.0,205.0,785.0,663.0,136.0,435.0,794.0,207.0,93.0,22.22,25.05,32.65,31.0,29.0,21.0,1536.48,1094.0,1082.95,210.0,12.17,14.45,14.45,77.63,76.93,74.4
TBL,2024,TBL,TBL,Team Level,5on5,28,0.52,0.51,0.51,83440.0,670.68,57.91,44.0,164.61,21.85,358.97,269.67,55.43,59.04,56.5,607.0,310.0,395.0,1312.0,72.0,62.0,9.0,129.0,1.0,295.0,358.0,535.0,845.0,79.0,180.0,643.0,425.0,108.0,368.0,689.0,169.0,59.0,19.47,21.9,16.54,36.0,27.0,9.0,1342.15,917.0,932.19,159.0,9.15,12.65,12.65,54.41,55.38,54.43,642.03,54.26,41.75,163.4,21.29,342.75,255.55,51.72,53.37,50.9,627.0,252.0,386.0,1265.0,54.0,58.0,6.0,143.0,2.0,258.0,364.0,573.0,825.0,78.0,178.0,624.0,627.0,123.0,391.0,655.0,170.0,54.0,18.1,20.27,15.9,27.0,21.0,6.0,1237.47,879.0,867.95,197.0,8.69,11.42,11.42,51.53,50.83,49.82
TBL,2024,TBL,TBL,Team Level,4on5,28,0.14,0.16,0.18,7496.0,22.65,2.17,1.34,3.24,0.83,7.13,15.3,2.12,2.17,2.12,27.0,3.0,8.0,38.0,4.0,3.0,1.0,3.0,0.0,5.0,15.0,23.0,26.0,2.0,4.0,79.0,18.0,8.0,13.0,20.0,8.0,2.0,0.63,0.92,0.62,1.0,2.0,1.0,38.0,30.0,30.0,7.0,0.3,0.54,0.54,1.93,1.93,1.92,102.96,13.85,9.73,21.36,3.47,60.68,31.9,12.75,13.85,12.75,96.0,45.0,59.0,200.0,15.0,10.0,2.0,18.0,1.0,49.0,48.0,81.0,126.0,8.0,19.0,63.0,9.0,5.0,28.0,97.0,25.0,19.0,2.62,2.99,8.24,2.0,5.0,8.0,200.0,141.0,141.0,3.0,2.52,2.05,2.05,14.32,14.32,13.41
TBL,2024,TBL,TBL,Team Level,5on4,28,0.94,0.89,0.87,7528.0,116.21,18.34,10.84,22.66,3.69,67.46,35.01,17.73,18.34,17.73,117.0,41.0,56.0,214.0,22.0,13.0,3.0,20.0,0.0,60.0,43.0,95.0,136.0,6.0,12.0,65.0,3.0,4.0,20.0,110.0,22.0,26.0,2.57,2.75,13.03,3.0,3.0,16.0,214.0,158.0,158.0,3.0,2.86,4.01,4.01,17.19,17.19,16.8,16.62,1.26,0.93,2.59,0.53,5.89,11.79,1.25,1.26,1.25,20.0,3.0,4.0,27.0,3.0,0.0,0.0,1.0,0.0,1.0,18.0,17.0,20.0,3.0,6.0,60.0,19.0,5.0,8.0,18.0,5.0,0.0,0.48,0.78,0.0,1.0,2.0,0.0,27.0,23.0,23.0,8.0,0.21,0.0,0.0,1.47,1.47,1.46
SJS,2024,SJS,SJS,Team Level,other,33,0.5,0.54,0.55,4829.0,79.33,15.01,5.85,14.59,2.69,47.38,24.49,13.92,15.01,13.92,80.0,30.0,45.0,155.0,16.0,7.0,1.0,13.0,0.0,48.0,26.0,64.0,94.0,3.0,6.0,65.0,15.0,5.0,11.0,65.0,23.0,22.0,2.28,2.5,10.24,4.0,3.0,9.0,155.0,110.0,110.0,7.0,1.86,2.08,2.08,14.79,14.79,13.74,65.83,15.07,5.13,13.36,2.6,32.27,20.57,14.06,15.07,14.06,63.0,26.0,44.0,133.0,12.0,11.0,0.0,13.0,0.0,29.0,24.0,51.0,77.0,3.0,14.0,70.0,14.0,3.0,16.0,48.0,18.0,23.0,1.97,2.26,10.85,3.0,1.0,8.0,133.0,89.0,89.0,9.0,1.49,2.57,2.57,13.99,13.99,13.44
SJS,2024,SJS,SJS,Team Level,all,33,0.45,0.46,0.45,120407.0,961.17,92.93,64.55,232.7,32.59,522.5,371.73,86.85,92.47,86.39,902.0,415.0,551.0,1868.0,91.0,105.0,10.0,162.0,3.0,424.0,532.0,811.0,1226.0,123.0,274.0,936.0,814.0,166.0,518.0,973.0,237.0,107.0,27.1,29.08,36.75,43.0,21.0,27.0,1842.02,1317.0,1307.24,240.0,14.73,22.34,22.34,85.33,84.94,81.86,1151.83,113.42,79.17,279.01,39.06,633.14,450.2,107.45,114.03,108.0,1071.0,523.0,631.0,2225.0,114.0,145.0,13.0,197.0,4.0,538.0,596.0,957.0,1480.0,120.0,276.0,956.0,658.0,168.0,535.0,1195.0,269.0,130.0,35.83,33.25,44.34,55.0,30.0,29.0,2261.55,1594.0,1608.98,245.0,17.46,30.24,30.24,100.65,101.04,98.35
SJS,2024,SJS,SJS,Team Level,5on5,33,0.44,0.45,0.44,95135.0,726.97,59.87,45.83,185.61,24.85,388.11,291.72,57.43,59.4,56.97,688.0,308.0,430.0,1426.0,60.0,88.0,8.0,126.0,2.0,298.0,422.0,628.0,936.0,107.0,242.0,701.0,763.0,138.0,447.0,756.0,177.0,63.0,20.87,22.07,16.93,37.0,14.0,9.0,1400.02,996.0,986.24,209.0,9.51,17.35,17.35,52.03,51.64,50.75,903.88,77.04,59.32,228.88,30.51,497.22,361.02,73.21,77.65,73.75,836.0,418.0,510.0,1764.0,81.0,115.0,10.0,159.0,3.0,420.0,476.0,755.0,1173.0,103.0,234.0,708.0,606.0,153.0,462.0,977.0,193.0,84.0,28.96,24.35,23.72,46.0,24.0,11.0,1800.55,1254.0,1268.98,216.0,12.27,22.51,22.51,66.8,67.2,65.96
SJS,2024,SJS,SJS,Team Level,4on5,33,0.1,0.12,0.13,10527.0,22.81,2.03,1.15,3.42,0.75,7.55,16.09,2.02,2.03,2.02,23.0,8.0,7.0,38.0,2.0,0.0,0.0,0.0,0.0,6.0,23.0,21.0,29.0,5.0,10.0,72.0,22.0,13.0,20.0,21.0,8.0,2.0,0.48,1.0,0.55,1.0,0.0,1.0,38.0,31.0,31.0,18.0,0.26,0.0,0.0,2.29,2.29,2.28,155.55,18.48,13.35,32.54,5.14,95.61,50.86,17.45,18.48,17.45,145.0,71.0,69.0,285.0,19.0,16.0,3.0,22.0,0.0,85.0,74.0,126.0,197.0,9.0,18.0,99.0,7.0,4.0,34.0,145.0,52.0,19.0,4.14,5.96,8.38,4.0,5.0,10.0,285.0,216.0,216.0,1.0,3.4,4.36,4.36,17.52,17.52,16.66
SJS,2024,SJS,SJS,Team Level,5on4,33,0.85,0.85,0.84,9916.0,132.06,16.02,11.71,29.08,4.31,79.46,39.42,13.47,16.02,13.47,111.0,69.0,69.0,249.0,13.0,10.0,1.0,23.0,1.0,72.0,61.0,98.0,167.0,8.0,16.0,98.0,14.0,10.0,40.0,131.0,29.0,20.0,3.48,3.52,9.02,1.0,4.0,8.0,249.0,180.0,180.0,6.0,3.1,2.9,2.9,16.22,16.22,15.09,26.57,2.83,1.36,4.22,0.81,8.04,17.74,2.73,2.83,2.73,27.0,8.0,8.0,43.0,2.0,3.0,0.0,3.0,1.0,4.0,22.0,25.0,33.0,5.0,10.0,79.0,31.0,8.0,23.0,25.0,6.0,4.0,0.76,0.67,1.39,2.0,0.0,0.0,43.0,35.0,35.0,19.0,0.31,0.8,0.8,2.33,2.33,2.3
PHI,2024,PHI,PHI,Team Level,other,31,0.53,0.5,0.5,4785.0,69.65,15.2,4.83,11.88,2.09,34.6,24.39,14.89,15.2,14.89,67.0,26.0,37.0,130.0,19.0,2.0,0.0,10.0,1.0,26.0,35.0,48.0,74.0,5.0,10.0,56.0,20.0,13.0,14.0,46.0,25.0,22.0,1.75,3.13,10.33,4.0,3.0,12.0,130.0,93.0,93.0,8.0,1.38,0.92,0.92,15.67,15.67,15.41,67.1,13.24,4.82,12.2,2.37,35.84,25.53,12.28,13.24,12.28,60.0,34.0,38.0,132.0,18.0,8.0,3.0,7.0,0.0,29.0,32.0,42.0,76.0,7.0,14.0,70.0,14.0,7.0,15.0,46.0,30.0,18.0,1.57,3.52,8.14,5.0,2.0,11.0,132.0,94.0,94.0,4.0,1.38,3.17,3.17,11.45,11.45,11.13
PHI,2024,PHI,PHI,Team Level,all,31,0.5,0.47,0.49,113815.0,914.68,91.38,63.02,219.32,30.63,488.63,357.01,87.59,91.49,87.67,859.0,391.0,456.0,1706.0,90.0,85.0,11.0,188.0,4.0,316.0,567.0,769.0,1160.0,118.0,263.0,906.0,648.0,189.0,473.0,906.0,240.0,104.0,25.6,30.72,35.06,36.0,26.0,28.0,1701.41,1250.0,1248.69,229.0,13.98,18.11,18.11,87.26,87.16,85.57,949.23,92.76,63.14,227.18,31.67,512.97,382.28,88.6,93.26,89.04,859.0,451.0,623.0,1933.0,104.0,93.0,12.0,163.0,0.0,404.0,546.0,755.0,1206.0,118.0,265.0,849.0,668.0,177.0,449.0,957.0,258.0,95.0,27.92,32.16,32.69,43.0,32.0,29.0,1949.92,1310.0,1323.29,212.0,14.02,22.26,22.26,84.53,85.04,83.09
PHI,2024,PHI,PHI,Team Level,5on5,31,0.51,0.47,0.49,92108.0,721.56,61.64,47.44,182.69,24.11,386.24,285.87,58.49,61.75,58.58,680.0,308.0,369.0,1357.0,58.0,70.0,9.0,152.0,2.0,243.0,463.0,622.0,930.0,100.0,224.0,724.0,596.0,153.0,429.0,744.0,182.0,62.0,20.95,23.34,17.35,30.0,19.0,9.0,1352.41,988.0,986.7,211.0,9.87,15.24,15.24,56.27,56.17,55.05,740.05,60.25,46.89,186.48,24.64,401.42,302.31,57.99,60.75,58.44,661.0,361.0,514.0,1536.0,69.0,69.0,7.0,134.0,0.0,301.0,449.0,592.0,953.0,99.0,224.0,618.0,608.0,153.0,392.0,786.0,186.0,50.0,22.84,23.56,13.85,35.0,26.0,8.0,1552.92,1022.0,1035.29,195.0,9.71,14.43,14.68,55.28,55.79,54.88
PHI,2024,PHI,PHI,Team Level,4on5,31,0.14,0.14,0.17,8439.0,23.75,2.86,1.53,3.35,0.81,7.94,15.51,2.84,2.86,2.84,23.0,9.0,5.0,37.0,2.0,2.0,0.0,1.0,0.0,4.0,23.0,21.0,30.0,4.0,11.0,54.0,22.0,11.0,9.0,18.0,10.0,4.0,0.52,1.4,0.95,1.0,1.0,0.0,37.0,32.0,32.0,8.0,0.35,0.27,0.27,2.94,2.94,2.94,116.85,17.39,10.19,24.88,3.79,66.76,35.0,16.45,17.39,16.45,106.0,52.0,70.0,228.0,14.0,16.0,2.0,19.0,0.0,69.0,40.0,92.0,144.0,8.0,19.0,85.0,16.0,11.0,30.0,97.0,35.0,26.0,2.74,4.26,10.39,2.0,2.0,10.0,228.0,158.0,158.0,3.0,2.65,4.66,4.41,15.63,15.63,14.93
PHI,2024,PHI,PHI,Team Level,5on4,31,0.86,0.83,0.79,8483.0,99.71,11.68,9.22,21.4,3.63,59.84,31.23,11.36,11.68,11.36,89.0,48.0,45.0,182.0,11.0,11.0,2.0,25.0,1.0,43.0,46.0,78.0,126.0,9.0,18.0,72.0,10.0,12.0,21.0,98.0,23.0,16.0,2.39,2.85,6.44,1.0,3.0,7.0,182.0,137.0,137.0,2.0,2.38,1.68,1.68,12.38,12.38,12.18,25.23,1.89,1.23,3.63,0.86,8.94,19.45,1.87,1.89,1.87,32.0,4.0,1.0,37.0,3.0,0.0,0.0,3.0,0.0,5.0,25.0,29.0,33.0,4.0,8.0,76.0,30.0,6.0,12.0,28.0,7.0,1.0,0.76,0.82,0.3,1.0,2.0,0.0,37.0,36.0,36.0,10.0,0.28,0.0,0.0,2.17,2.17,2.15
ANA,2024,ANA,ANA,Team Level,other,29,0.43,0.43,0.45,3281.0,53.33,10.53,3.95,10.68,1.96,29.54,16.34,10.0,10.53,10.0,49.0,24.0,22.0,95.0,12.0,6.0,1.0,6.0,0.0,27.0,22.0,37.0,61.0,0.0,0.0,46.0,6.0,1.0,10.0,40.0,20.0,13.0,1.55,2.7,6.27,2.0,4.0,6.0,95.0,73.0,73.0,4.0,1.13,1.01,1.01,10.65,10.65,10.22,62.29,13.72,4.35,11.12,2.35,34.94,21.5,11.88,13.72,11.88,66.0,22.0,40.0,128.0,14.0,2.0,1.0,15.0,1.0,25.0,31.0,52.0,74.0,0.0,0.0,46.0,8.0,4.0,7.0,44.0,24.0,20.0,2.01,2.97,8.75,2.0,4.0,8.0,128.0,88.0,88.0,5.0,1.3,0.77,0.77,14.25,14.25,12.41
ANA,2024,ANA,ANA,Team Level,all,29,0.43,0.46,0.46,105811.0,906.92,85.82,59.96,220.38,30.29,492.61,356.01,81.66,85.29,81.2,804.0,442.0,468.0,1714.0,70.0,98.0,11.0,173.0,5.0,385.0,515.0,734.0,1176.0,100.0,215.0,704.0,660.0,134.0,453.0,939.0,209.0,98.0,27.7,25.95,32.17,23.0,27.0,20.0,1697.22,1246.0,1237.69,208.0,13.32,20.28,20.28,78.79,78.29,76.23,1067.15,111.55,73.46,254.55,36.13,570.03,410.29,104.99,112.17,105.61,966.0,490.0,570.0,2026.0,89.0,107.0,13.0,248.0,3.0,451.0,558.0,877.0,1367.0,103.0,221.0,962.0,485.0,132.0,390.0,1030.0,288.0,138.0,30.01,36.26,45.27,19.0,33.0,37.0,2048.76,1456.0,1467.99,204.0,16.52,22.87,22.87,105.2,105.76,101.58
ANA,2024,ANA,ANA,Team Level,5on5,29,0.43,0.45,0.46,86954.0,695.79,56.96,42.94,175.22,23.08,373.72,285.13,54.55,56.44,54.09,610.0,348.0,381.0,1339.0,46.0,71.0,9.0,143.0,3.0,275.0,420.0,564.0,912.0,93.0,201.0,536.0,635.0,116.0,404.0,749.0,148.0,61.0,21.43,18.47,17.06,18.0,21.0,7.0,1322.22,958.0,949.69,185.0,8.88,14.9,14.9,50.87,50.38,49.34,839.37,75.89,54.45,209.96,28.28,447.38,331.05,72.83,76.52,73.45,748.0,399.0,475.0,1622.0,57.0,80.0,8.0,201.0,1.0,356.0,452.0,691.0,1090.0,99.0,211.0,744.0,467.0,111.0,352.0,835.0,224.0,88.0,24.09,28.45,23.36,15.0,26.0,16.0,1644.76,1147.0,1158.99,185.0,11.33,16.14,16.49,70.72,71.29,70.06
ANA,2024,ANA,ANA,Team Level,4on5,29,0.07,0.1,0.09,7140.0,14.59,1.45,0.67,2.23,0.5,4.71,10.44,1.27,1.45,1.27,15.0,5.0,7.0,27.0,0.0,3.0,0.0,0.0,0.0,4.0,13.0,15.0,20.0,4.0,8.0,60.0,15.0,10.0,16.0,15.0,2.0,3.0,0.49,0.21,0.75,0.0,0.0,0.0,27.0,20.0,20.0,14.0,0.16,0.75,0.75,0.85,0.85,0.84,142.81,19.64,13.51,30.29,4.74,80.86,41.96,18.03,19.64,18.03,133.0,58.0,53.0,244.0,18.0,25.0,4.0,31.0,1.0,64.0,52.0,115.0,173.0,0.0,0.0,84.0,1.0,2.0,15.0,132.0,31.0,28.0,3.32,3.68,12.63,2.0,3.0,13.0,244.0,191.0,191.0,1.0,3.63,5.96,5.6,17.66,17.66,16.6
ANA,2024,ANA,ANA,Team Level,5on4,29,0.88,0.89,0.87,8436.0,143.21,16.88,12.39,32.24,4.76,84.64,44.1,15.84,16.88,15.84,130.0,65.0,58.0,253.0,12.0,18.0,1.0,24.0,2.0,79.0,60.0,118.0,183.0,3.0,6.0,62.0,4.0,7.0,23.0,135.0,39.0,21.0,4.22,4.56,8.09,3.0,2.0,7.0,253.0,195.0,195.0,5.0,3.16,3.62,3.62,16.41,16.41,15.83,22.68,2.29,1.16,3.18,0.76,6.85,15.77,2.25,2.29,2.25,19.0,11.0,2.0,32.0,0.0,0.0,0.0,1.0,0.0,6.0,23.0,19.0,30.0,4.0,10.0,88.0,9.0,15.0,16.0,19.0,9.0,2.0,0.59,1.16,0.54,0.0,0.0,0.0,32.0,30.0,30.0,13.0,0.27,0.0,0.0,2.55,2.55,2.51
OTT,2024,OTT,OTT,Team Level,other,30,0.44,0.51,0.51,5321.0,64.11,12.87,4.6,11.77,2.24,37.4,21.14,11.88,12.87,11.88,64.0,26.0,31.0,121.0,15.0,6.0,0.0,14.0,0.0,30.0,25.0,49.0,75.0,2.0,4.0,69.0,21.0,6.0,12.0,51.0,21.0,18.0,2.14,2.41,8.33,6.0,5.0,4.0,121.0,90.0,90.0,6.0,1.34,1.72,1.72,12.49,12.49,11.61,62.12,16.28,4.25,11.13,2.27,34.53,18.54,14.33,16.28,14.33,62.0,25.0,31.0,118.0,12.0,9.0,0.0,6.0,0.0,32.0,28.0,50.0,75.0,1.0,2.0,47.0,14.0,10.0,15.0,48.0,12.0,27.0,1.85,1.69,12.74,2.0,2.0,8.0,118.0,87.0,87.0,9.0,1.33,2.06,2.06,15.55,15.55,14.29
OTT,2024,OTT,OTT,Team Level,all,30,0.49,0.52,0.53,108728.0,957.42,86.7,63.73,228.82,32.27,530.31,381.18,83.42,86.79,83.5,923.0,400.0,527.0,1850.0,93.0,79.0,11.0,184.0,2.0,414.0,551.0,830.0,1230.0,109.0,234.0,927.0,833.0,159.0,405.0,996.0,236.0,91.0,28.11,28.77,29.83,38.0,32.0,23.0,1859.6,1323.0,1326.39,188.0,14.15,16.25,16.25,84.6,84.54,82.51,864.78,89.55,57.11,208.89,29.06,473.84,334.55,83.01,89.57,83.05,827.0,366.0,503.0,1696.0,88.0,89.0,14.0,168.0,4.0,362.0,482.0,739.0,1105.0,127.0,277.0,839.0,775.0,130.0,474.0,889.0,196.0,108.0,24.9,25.03,39.62,30.0,27.0,31.0,1689.44,1193.0,1190.91,225.0,12.91,17.9,17.9,84.57,84.63,79.84
